0.003165,0.2623
0.011344,0.2628
0.019523,0.2646
0.027702,0.2676
0.035882,0.2719
0.044061,0.2775
0.05224,0.2843
0.060419,0.2924
0.068598,0.3019
0.076778,0.3126
0.084957,0.3248
0.093136,0.3384
0.101315,0.3535
0.109494,0.3703
0.117674,0.3885
0.125853,0.408
0.134032,0.4284
0.142211,0.4486
0.15039,0.4671
0.15857,0.4817
0.166749,0.3802
